"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"
"chr2"	1590886	1591302	417	"*"	1000	"SRX1067066"	"AR"	"LHSAR"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	102518
"chr2"	1590915	1591293	379	"*"	675	"SRX1067069"	"AR"	"LHSAR"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	102547
"chr2"	1590975	1591667	693	"*"	950	"SRX433202"	"AR"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	102607
"chr2"	1590977	1591742	766	"*"	1000	"SRX433201"	"AR"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	102609
"chr2"	1590985	1591983	999	"*"	943	"SRX433198"	"AR"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	102617
"chr2"	1591007	1591437	431	"*"	481	"SRX433197"	"AR"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	102639
"chr2"	1591604	1591781	178	"*"	83	"SRX433197"	"AR"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	103236
"chr2"	1591813	1591972	160	"*"	93	"SRX433201"	"AR"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	103445
"chr2"	1594097	1594381	285	"*"	595	"SRX2505194"	"MTOR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	105729
"chr2"	1594114	1594395	282	"*"	436	"SRX2505193"	"MTOR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	105746
"chr2"	1594157	1594304	148	"*"	146	"SRX1079393"	"SUMO2"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	105789
"chr2"	1594158	1594342	185	"*"	244	"SRX1079387"	"SUMO2"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	105790
"chr2"	1594164	1594330	167	"*"	150	"SRX1079386"	"SUMO2"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	105796
"chr2"	1594194	1594331	138	"*"	158	"SRX1079383"	"SUMO2"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	105826
"chr2"	1594465	1594611	147	"*"	163	"SRX022573"	"ERG"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	106097
"chr2"	1595244	1595342	99	"*"	146	"SRX022573"	"ERG"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	106876
"chr2"	1595253	1596041	789	"*"	1000	"SRX882970"	"5-mC"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	106885
"chr2"	1595276	1595931	656	"*"	1000	"SRX882965"	"5-mC"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	106908
"chr2"	1595301	1596008	708	"*"	1000	"SRX882968"	"5-mC"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	106933
"chr2"	1595664	1596081	418	"*"	1000	"SRX539668"	"CTCF"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	107296
"chr2"	1595769	1595954	186	"*"	221	"SRX154498"	"CTCF"	"PrEC"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	107401
"chr2"	1595771	1595924	154	"*"	159	"SRX1950174"	"CTCF"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	107403
"chr2"	1595781	1595913	133	"*"	144	"SRX1950177"	"CTCF"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	107413
"chr2"	1595791	1595939	149	"*"	133	"SRX4819697"	"CTCF"	"DU 145"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	107423
"chr2"	1595793	1595942	150	"*"	175	"SRX1950176"	"CTCF"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	107425
"chr2"	1595817	1595932	116	"*"	98	"SRX8406526"	"FOXA1"	"Prostatic Neoplasms, Castration-Resistant"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	107449
"chr2"	1595834	1596020	187	"*"	171	"SRX8406516"	"FOXA1"	"Prostatic Neoplasms, Castration-Resistant"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	107466
"chr2"	1597494	1598052	559	"*"	362	"SRX2731658"	"PBX4"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	109126
"chr2"	1597540	1597943	404	"*"	173	"SRX3342251"	"HIF1A"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	109172
"chr2"	1597565	1598014	450	"*"	266	"SRX1067071"	"AR"	"LHSAR"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	109197
"chr2"	1597572	1597982	411	"*"	349	"SRX1021630"	"DAXX"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	109204
"chr2"	1597576	1598008	433	"*"	272	"SRX1067070"	"AR"	"LHSAR"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	109208
"chr2"	1597579	1597992	414	"*"	112	"SRX1067067"	"AR"	"LHSAR"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	109211
"chr2"	1597605	1598045	441	"*"	1000	"SRX367192"	"TCF7L2"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	109237
"chr2"	1597781	1597963	183	"*"	196	"SRX2731653"	"HOXC5"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	109413
"chr2"	1597786	1597961	176	"*"	103	"SRX1021631"	"DAXX"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	109418
"chr2"	1599332	1599614	283	"*"	115	"SRX206838"	"EED"	"DU 145"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	110964
"chr2"	1600358	1601063	706	"*"	145	"SRX206838"	"EED"	"DU 145"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	111990
"chr2"	1600597	1600828	232	"*"	111	"SRX471871"	"BRD3"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	112229
"chr2"	1600640	1600951	312	"*"	104	"SRX471868"	"BRD2"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	112272
"chr2"	1600672	1600933	262	"*"	91	"SRX276784"	"BMI1"	"DU 145"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	112304
"chr2"	1601303	1601657	355	"*"	188	"SRX206838"	"EED"	"DU 145"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	112935
"chr2"	1601461	1601678	218	"*"	146	"SRX206839"	"EED"	"DU 145"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	113093
"chr2"	1601495	1601705	211	"*"	172	"SRX471871"	"BRD3"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	113127
"chr2"	1601497	1601714	218	"*"	194	"SRX471870"	"BRD3"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	113129
"chr2"	1601509	1601686	178	"*"	160	"SRX471867"	"BRD2"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	113141
"chr2"	1601518	1601653	136	"*"	106	"SRX306511"	"FOXA1"	"DU 145"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	113150
"chr2"	1604333	1604687	355	"*"	941	"SRX1021630"	"DAXX"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	115965
"chr2"	1604370	1604546	177	"*"	117	"SRX2017935"	"HNF4G"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116002
"chr2"	1604386	1604628	243	"*"	467	"SRX1021631"	"DAXX"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116018
"chr2"	1604418	1604686	269	"*"	87	"SRX2731653"	"HOXC5"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116050
"chr2"	1604425	1604791	367	"*"	187	"SRX2731658"	"PBX4"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116057
"chr2"	1604492	1604682	191	"*"	144	"SRX3342251"	"HIF1A"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116124
"chr2"	1604496	1604729	234	"*"	197	"SRX1067066"	"AR"	"LHSAR"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116128
"chr2"	1604503	1605093	591	"*"	1000	"SRX5286309"	"AR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116135
"chr2"	1604511	1604687	177	"*"	135	"SRX5577145"	"Epitope tags"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116143
"chr2"	1604519	1605103	585	"*"	691	"SRX5286305"	"AR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116151
"chr2"	1604534	1604650	117	"*"	120	"SRX2731657"	"HOXC5"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116166
"chr2"	1604556	1605094	539	"*"	374	"SRX5286307"	"AR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116188
"chr2"	1604561	1604855	295	"*"	109	"SRX5286306"	"AR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116193
"chr2"	1604577	1604654	78	"*"	163	"SRX283754"	"ETV1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116209
"chr2"	1604648	1605141	494	"*"	273	"SRX734410"	"AR"	"CWR22Pc"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116280
"chr2"	1604719	1605117	399	"*"	144	"SRX5577151"	"AR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116351
"chr2"	1604727	1605295	569	"*"	553	"SRX8406516"	"FOXA1"	"Prostatic Neoplasms, Castration-Resistant"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116359
"chr2"	1604743	1604975	233	"*"	95	"SRX882971"	"5-hmC"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116375
"chr2"	1604770	1605127	358	"*"	108	"SRX5729950"	"AR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116402
"chr2"	1604802	1605251	450	"*"	199	"SRX8406451"	"AR"	"Prostatic Neoplasms, Castration-Resistant"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116434
"chr2"	1604804	1605255	452	"*"	535	"SRX5604679"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116436
"chr2"	1604804	1605337	534	"*"	691	"SRX5604680"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116436
"chr2"	1604817	1605041	225	"*"	76	"SRX3474298"	"TRIM28"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116449
"chr2"	1604827	1605235	409	"*"	350	"SRX8406517"	"FOXA1"	"Prostatic Neoplasms, Castration-Resistant"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116459
"chr2"	1604830	1605263	434	"*"	558	"SRX219285"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116462
"chr2"	1604836	1605360	525	"*"	1000	"SRX1166395"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116468
"chr2"	1604840	1605342	503	"*"	1000	"SRX1212236"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116472
"chr2"	1604846	1605309	464	"*"	602	"SRX595692"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116478
"chr2"	1604848	1605282	435	"*"	1000	"SRX1212232"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116480
"chr2"	1604849	1605267	419	"*"	206	"SRX4062885"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116481
"chr2"	1604853	1605291	439	"*"	1000	"SRX5577144"	"Epitope tags"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116485
"chr2"	1604855	1605136	282	"*"	324	"SRX539668"	"CTCF"	"PC-3"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116487
"chr2"	1604858	1605329	472	"*"	638	"SRX219284"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116490
"chr2"	1604869	1605251	383	"*"	292	"SRX8406530"	"FOXA1"	"Prostatic Neoplasms, Castration-Resistant"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116501
"chr2"	1604870	1605300	431	"*"	896	"SRX1212231"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116502
"chr2"	1604872	1605331	460	"*"	727	"SRX8406515"	"FOXA1"	"Prostate"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116504
"chr2"	1604876	1605338	463	"*"	1000	"SRX2017928"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116508
"chr2"	1604878	1605318	441	"*"	1000	"SRX2017929"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116510
"chr2"	1604880	1605336	457	"*"	1000	"SRX1212235"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116512
"chr2"	1604884	1605252	369	"*"	1000	"SRX5577145"	"Epitope tags"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116516
"chr2"	1604886	1605230	345	"*"	786	"SRX6878605"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116518
"chr2"	1604887	1605292	406	"*"	470	"SRX5124828"	"FOXA1"	"LAPC-4"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116519
"chr2"	1604888	1605272	385	"*"	1000	"SRX5577136"	"Epitope tags"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116520
"chr2"	1604889	1605229	341	"*"	441	"SRX8147140"	"FOXA2"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116521
"chr2"	1604894	1605100	207	"*"	344	"SRX154499"	"CTCF"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116526
"chr2"	1604894	1605112	219	"*"	363	"SRX5577146"	"Epitope tags"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116526
"chr2"	1604894	1605273	380	"*"	1000	"SRX1067068"	"AR"	"LHSAR"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116526
"chr2"	1604894	1605295	402	"*"	1000	"SRX1067069"	"AR"	"LHSAR"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116526
"chr2"	1604895	1605248	354	"*"	317	"SRX8406528"	"FOXA1"	"Prostatic Neoplasms, Castration-Resistant"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116527
"chr2"	1604896	1605267	372	"*"	1000	"SRX5577134"	"Epitope tags"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116528
"chr2"	1604897	1605310	414	"*"	357	"SRX4116009"	"FOXA1"	"Prostate cancer cells"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116529
"chr2"	1604901	1605106	206	"*"	158	"SRX5577161"	"AR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116533
"chr2"	1604901	1605281	381	"*"	1000	"SRX2642365"	"FOXA1"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116533
"chr2"	1604902	1605225	324	"*"	152	"SRX1569768"	"AR"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116534
"chr2"	1604902	1605313	412	"*"	935	"SRX8406512"	"FOXA1"	"Prostate"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116534
"chr2"	1604903	1605084	182	"*"	719	"SRX188951"	"CTCF"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116535
"chr2"	1604903	1605311	409	"*"	348	"SRX5124858"	"FOXA1"	"22Rv1"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116535
"chr2"	1604904	1605257	354	"*"	1000	"SRX5577138"	"Epitope tags"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116536
"chr2"	1604904	1605304	401	"*"	640	"SRX5124854"	"FOXA1"	"22Rv1"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116536
"chr2"	1604905	1605267	363	"*"	786	"SRX8089633"	"FOXA1"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116537
"chr2"	1604905	1605300	396	"*"	1000	"SRX2642367"	"FOXA1"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116537
"chr2"	1604906	1605070	165	"*"	144	"SRX734411"	"AR"	"CWR22Pc"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116538
"chr2"	1604906	1605207	302	"*"	206	"SRX5577150"	"AR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116538
"chr2"	1604907	1605301	395	"*"	1000	"SRX2642366"	"FOXA1"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116539
"chr2"	1604907	1605363	457	"*"	880	"SRX1569780"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116539
"chr2"	1604908	1605186	279	"*"	450	"SRX5577156"	"AR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116540
"chr2"	1604908	1605243	336	"*"	763	"SRX5577143"	"Epitope tags"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116540
"chr2"	1604909	1605217	309	"*"	682	"SRX5577152"	"AR"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116541
"chr2"	1604909	1605261	353	"*"	526	"SRX5124823"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116541
"chr2"	1604911	1605249	339	"*"	287	"SRX3366954"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116543
"chr2"	1604911	1605262	352	"*"	1000	"SRX6878606"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116543
"chr2"	1604911	1605278	368	"*"	260	"SRX8406486"	"FOXA1"	"Prostate"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116543
"chr2"	1604914	1605269	356	"*"	1000	"SRX4115986"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116546
"chr2"	1604914	1605280	367	"*"	1000	"SRX1067066"	"AR"	"LHSAR"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116546
"chr2"	1604915	1605273	359	"*"	946	"SRX2642364"	"FOXA1"	"VCaP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116547
"chr2"	1604916	1605242	327	"*"	501	"SRX5577135"	"Epitope tags"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116548
"chr2"	1604916	1605253	338	"*"	355	"SRX3366955"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116548
"chr2"	1604916	1605278	363	"*"	993	"SRX5124824"	"FOXA1"	"LNCAP"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116548
"chr2"	1604917	1605235	319	"*"	312	"SRX8406546"	"HOXB13"	"Prostate"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	116549
