"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"
"chr2"	1585857	1586190	334	"*"	504	"SRX1787657"	"GRHL2"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97489
"chr2"	1585860	1586172	313	"*"	249	"SRX5323894"	"STAT3"	"T-47D"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97492
"chr2"	1585866	1586147	282	"*"	551	"SRX1787656"	"GRHL2"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97498
"chr2"	1585867	1586180	314	"*"	312	"SRX3931057"	"GRHL2"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97499
"chr2"	1585874	1586150	277	"*"	156	"SRX5089388"	"ARID1A"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97506
"chr2"	1585878	1586167	290	"*"	159	"SRX5323860"	"STAT3"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97510
"chr2"	1585881	1586164	284	"*"	315	"SRX5323890"	"STAT3"	"T-47D"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97513
"chr2"	1585884	1586155	272	"*"	315	"SRX5323898"	"STAT3"	"T-47D"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97516
"chr2"	1585894	1586087	194	"*"	144	"SRX3931096"	"GRHL2"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97526
"chr2"	1585896	1586176	281	"*"	263	"SRX3931058"	"GRHL2"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97528
"chr2"	1585902	1586098	197	"*"	115	"SRX5323888"	"STAT3"	"T-47D"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97534
"chr2"	1585909	1586175	267	"*"	147	"SRX361224"	"GATA3"	"T-47D"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97541
"chr2"	1585911	1586127	217	"*"	210	"SRX5323902"	"STAT3"	"T-47D"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97543
"chr2"	1585926	1586106	181	"*"	127	"SRX361228"	"GATA3"	"T-47D"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97558
"chr2"	1585926	1586140	215	"*"	570	"SRX100559"	"GATA3"	"T-47D"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97558
"chr2"	1585926	1586141	216	"*"	229	"SRX361222"	"GATA3"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97558
"chr2"	1585934	1586152	219	"*"	133	"SRX5323900"	"STAT3"	"T-47D"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97566
"chr2"	1585939	1586120	182	"*"	164	"SRX361226"	"GATA3"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97571
"chr2"	1585943	1586124	182	"*"	384	"SRX190239"	"GATA3"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97575
"chr2"	1585954	1586123	170	"*"	201	"SRX060811"	"GATA3"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97586
"chr2"	1585959	1586117	159	"*"	426	"SRX3401272"	"TEAD1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97591
"chr2"	1585965	1586112	148	"*"	251	"SRX060810"	"GATA3"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97597
"chr2"	1585967	1586104	138	"*"	159	"SRX176864"	"GATA3"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97599
"chr2"	1585974	1586038	65	"*"	171	"SRX6896409"	"GRHL2"	"T-47D"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97606
"chr2"	1585981	1586032	52	"*"	198	"SRX6896408"	"GRHL2"	"T-47D"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97613
"chr2"	1585981	1586249	269	"*"	152	"SRX3229195"	"GATA3"	"Breast cancer"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97613
"chr2"	1585989	1586118	130	"*"	183	"SRX176866"	"GATA3"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	97621
"chr2"	1588735	1589120	386	"*"	300	"SRX4815198"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100367
"chr2"	1588748	1589080	333	"*"	145	"SRX4815197"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100380
"chr2"	1588772	1589079	308	"*"	119	"SRX3923514"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100404
"chr2"	1588791	1589035	245	"*"	118	"SRX3923517"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100423
"chr2"	1588830	1589267	438	"*"	959	"SRX3583180"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100462
"chr2"	1588847	1589209	363	"*"	437	"SRX5806609"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100479
"chr2"	1588852	1589247	396	"*"	1000	"SRX3583188"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100484
"chr2"	1588861	1589183	323	"*"	275	"SRX4611711"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100493
"chr2"	1588862	1589241	380	"*"	776	"SRX5806610"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100494
"chr2"	1588866	1589234	369	"*"	1000	"SRX3583212"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100498
"chr2"	1588886	1589230	345	"*"	561	"SRX3583204"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100518
"chr2"	1588888	1589173	286	"*"	1000	"SRX3110738"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100520
"chr2"	1588902	1589129	228	"*"	136	"SRX4611718"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100534
"chr2"	1588902	1589188	287	"*"	601	"SRX3447354"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100534
"chr2"	1588906	1589157	252	"*"	376	"SRX3110741"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100538
"chr2"	1588907	1589119	213	"*"	302	"SRX4611717"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100539
"chr2"	1588910	1589123	214	"*"	158	"SRX4611688"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100542
"chr2"	1588911	1589123	213	"*"	240	"SRX4611700"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100543
"chr2"	1588912	1589176	265	"*"	513	"SRX3447352"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100544
"chr2"	1588912	1589180	269	"*"	258	"SRX4611727"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100544
"chr2"	1588914	1589150	237	"*"	295	"SRX3110745"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100546
"chr2"	1588914	1589163	250	"*"	226	"SRX6828394"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100546
"chr2"	1588916	1589119	204	"*"	139	"SRX4611729"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100548
"chr2"	1588916	1589147	232	"*"	223	"SRX4611698"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100548
"chr2"	1588917	1589150	234	"*"	441	"SRX199886"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100549
"chr2"	1588917	1589161	245	"*"	780	"SRX3447356"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100549
"chr2"	1588918	1589155	238	"*"	773	"SRX3447351"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100550
"chr2"	1588919	1589149	231	"*"	415	"SRX4611691"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100551
"chr2"	1588919	1589191	273	"*"	559	"SRX3447360"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100551
"chr2"	1588920	1589141	222	"*"	506	"SRX4611690"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100552
"chr2"	1588920	1589157	238	"*"	176	"SRX4611693"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100552
"chr2"	1588920	1589159	240	"*"	633	"SRX3447357"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100552
"chr2"	1588922	1589152	231	"*"	268	"SRX4611709"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100554
"chr2"	1588923	1589165	243	"*"	285	"SRX4611699"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100555
"chr2"	1588923	1589175	253	"*"	525	"SRX3447359"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100555
"chr2"	1588924	1589158	235	"*"	485	"SRX4611704"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100556
"chr2"	1588924	1589175	252	"*"	236	"SRX4611722"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100556
"chr2"	1588925	1589157	233	"*"	163	"SRX4611733"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100557
"chr2"	1588927	1589124	198	"*"	195	"SRX4611696"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100559
"chr2"	1588928	1589118	191	"*"	204	"SRX4611689"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100560
"chr2"	1588928	1589146	219	"*"	264	"SRX4611703"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100560
"chr2"	1588928	1589168	241	"*"	347	"SRX4611723"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100560
"chr2"	1588928	1589195	268	"*"	329	"SRX4611728"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100560
"chr2"	1588929	1589116	188	"*"	146	"SRX4611740"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100561
"chr2"	1588929	1589140	212	"*"	415	"SRX4611694"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100561
"chr2"	1588929	1589159	231	"*"	1000	"SRX103007"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100561
"chr2"	1588930	1589120	191	"*"	375	"SRX4611695"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100562
"chr2"	1588930	1589166	237	"*"	212	"SRX4611701"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100562
"chr2"	1588931	1589126	196	"*"	317	"SRX4611705"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100563
"chr2"	1588931	1589133	203	"*"	290	"SRX4611725"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100563
"chr2"	1588931	1589148	218	"*"	460	"SRX4611713"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100563
"chr2"	1588931	1589161	231	"*"	439	"SRX3110740"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100563
"chr2"	1588932	1589128	197	"*"	199	"SRX4611721"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100564
"chr2"	1588932	1589130	199	"*"	250	"SRX3110735"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100564
"chr2"	1588932	1589145	214	"*"	335	"SRX4611743"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100564
"chr2"	1588932	1589147	216	"*"	342	"SRX3110742"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100564
"chr2"	1588932	1589155	224	"*"	748	"SRX3110744"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100564
"chr2"	1588933	1589150	218	"*"	485	"SRX4611738"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100565
"chr2"	1588933	1589159	227	"*"	253	"SRX4611731"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100565
"chr2"	1588933	1589163	231	"*"	930	"SRX3110731"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100565
"chr2"	1588934	1589144	211	"*"	385	"SRX4611734"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100566
"chr2"	1588934	1589150	217	"*"	436	"SRX4611706"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100566
"chr2"	1588934	1589150	217	"*"	363	"SRX4611739"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100566
"chr2"	1588934	1589158	225	"*"	416	"SRX3110728"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100566
"chr2"	1588935	1589097	163	"*"	161	"SRX4611719"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100567
"chr2"	1588935	1589150	216	"*"	800	"SRX3110730"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100567
"chr2"	1588937	1589119	183	"*"	279	"SRX4611712"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100569
"chr2"	1588938	1589139	202	"*"	574	"SRX190190"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100570
"chr2"	1588938	1589148	211	"*"	377	"SRX4611687"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100570
"chr2"	1588938	1589153	216	"*"	307	"SRX4611737"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100570
"chr2"	1588939	1589180	242	"*"	254	"SRX4611710"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100571
"chr2"	1588940	1589137	198	"*"	308	"ERX008573"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100572
"chr2"	1588941	1589121	181	"*"	241	"SRX4611735"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100573
"chr2"	1588942	1589101	160	"*"	105	"SRX4611720"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100574
"chr2"	1588942	1589109	168	"*"	114	"SRX4611732"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100574
"chr2"	1588942	1589144	203	"*"	615	"SRX3110743"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100574
"chr2"	1588942	1589152	211	"*"	188	"SRX3447355"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100574
"chr2"	1588942	1589159	218	"*"	670	"SRX3110734"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100574
"chr2"	1588943	1589101	159	"*"	199	"SRX199891"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100575
"chr2"	1588944	1589267	324	"*"	1000	"SRX3856994"	"JUN"	"MDA-MB-231"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100576
"chr2"	1588945	1589131	187	"*"	280	"SRX3110732"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100577
"chr2"	1588945	1589164	220	"*"	343	"SRX4611697"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100577
"chr2"	1588945	1589167	223	"*"	444	"SRX4611714"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100577
"chr2"	1588945	1589261	317	"*"	1000	"SRX3856995"	"JUN"	"MDA-MB-231"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100577
"chr2"	1588946	1589081	136	"*"	152	"SRX1165108"	"Epitope tags"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100578
"chr2"	1588947	1589142	196	"*"	415	"SRX4611702"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100579
"chr2"	1588948	1589176	229	"*"	300	"SRX4611742"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100580
"chr2"	1588948	1589181	234	"*"	254	"SRX3583196"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100580
"chr2"	1588950	1589134	185	"*"	1000	"SRX103008"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100582
"chr2"	1588950	1589169	220	"*"	332	"SRX4611724"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100582
"chr2"	1588952	1589105	154	"*"	569	"SRX3110733"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100584
"chr2"	1588952	1589137	186	"*"	273	"SRX4611692"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100584
"chr2"	1588952	1589167	216	"*"	151	"SRX4611716"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100584
"chr2"	1588953	1589126	174	"*"	295	"SRX190247"	"RAD21"	"MCF-7"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100585
"chr2"	1588954	1589160	207	"*"	146	"SRX883584"	"JUN"	"MDA-MB-231"	"Distal Intergenic"	1	1488368	1546499	58132	1	"7173"	"uc002qwz.3"	100586
